adhel.fid--769d7d03_15f12ebc69c_2776|376|POINT (-69.07713 -45.57505999999999)|LGM|SAVM||AD|SARMIENTO/LAGO MUSTERS|" 45°34'30""S  69° 4'38""W"|27|M|0|N|Sarmiento|PRIVADO|NOCONTROL|RASU|OK|SAVF||NTL||0|0|CHUBUT|0
adhel.fid--769d7d03_15f12ebc69c_2777|133|POINT (-60.58329000000001 -32.01621000000002)|DTE|||AD|DIAMANTE|" 32° 0'58""S  60°34'60""W"|75|M|4.5|NNE|Diamante|PUBLICO|NOCONTROL|RACE|OK|SAEF|CIVIL|NTL||0|0|ENTRE RÍOS|0
adhel.fid--769d7d03_15f12ebc69c_2778|350|POINT (-71.17 -39.7038888888889)|JAH|||AD|JUNÍN DE LOS ANDES/HOSTERIA SAN HUBERTO|" 39°42'14""S  71°10'12""W"|691|M|22|NE|Junín de los Andes|PRIVADO|NOCONTROL|RACE|OK|SAEF|CIVIL|NTL||0|0|NEUQUÉN|0
adhel.fid--769d7d03_15f12ebc69c_2779|338|POINT (-67.5588888888889 -45.9041666666667)|ICO|||AD|COMODORO RIVADAVIA/13 DE DICIEMBRE|" 45°54'15""S  67°33'32""W"|52|M|8|SSO|Comodoro Rivadavia|PUBLICO|NOCONTROL|RASU|OK|SAVF|CIVIL|NTL||0|0|CHUBUT|0
adhel.fid--769d7d03_15f12ebc69c_277a|631|POINT (-71.45682 -42.48059999999999)|CHO|||AD|CHOLILA|" 42°28'50""S  71°27'25""W"|574|M|4|NO|Cholila|PRIVADO|NOCONTROL|RASU|OK|SAVF|CIVIL|NTL||0|0|CHUBUT|0
adhel.fid--769d7d03_15f12ebc69c_277b|190|POINT (-61.0208333333333 -34.9772222222222)|GNV|||AD|GENERAL VIAMONTE/LOS TOLDOS|" 34°58'38""S  61° 1'15""W"|72|M|3.1|NE|General Viamonte|PUBLICO|NOCONTROL|RACE|OK|SAEF|CIVIL|NTL||0|0|BUENOS AIRES|0
adhel.fid--769d7d03_15f12ebc69c_277c|175|POINT (-62.99883000000001 -34.99615000000001)|GAS|||AD|GENERAL VILLEGAS|" 34°59'46""S  62°59'56""W"|117|M|4.5|NNE|General Villegas|PUBLICO|NOCONTROL|RACE|OK|SAEF|CIVIL|NTL||0|0|BUENOS AIRES|0
adhel.fid--769d7d03_15f12ebc69c_277d|598|POINT (-68.2955555555556 -54.8433333333333)|USU|SAWH|USH|AD|USHUAIA/MALVINAS ARGENTINAS|" 54°50'36""S  68°17'44""W"|31|M|0|Lindando|Ushuaia|PUBLICO|CONTROL|RASU|OK|SAVF||INTL|EANA|1|1|TIERRA DEL FUEGO ANTÁRTIDA E ISLAS DEL ATLÁNTICO SUR|0
adhel.fid--769d7d03_15f12ebc69c_277e|528|POINT (-64.31 -27.7655555555556)|SDE|SANE|SDE|AD|SANTIAGO DEL ESTERO/VCOM. ANGEL DE LA PAZ ARAGONÉS|" 27°45'56""S  64°18'36""W"|200|M|6|NNO|Santiago del Estero|PUBLICO|CONTROL|RANO|OK|SACF||NTL|EANA|1|1|SANTIAGO DEL ESTERO|0
adhel.fid--769d7d03_15f12ebc69c_277f|441|POINT (-68.1558333333333 -38.9488888888889)|NEU|SAZN|NQN|AD|NEUQUÉN/PRESIDENTE PERÓN|" 38°56'56""S  68° 9'21""W"|273|M|8|ONO|Neuquén|PUBLICO|CONTROL|RACE|OK|SAEF||INTL|EANA|1|1|NEUQUÉN|0
adhel.fid--769d7d03_15f12ebc69c_2780|719|POINT (-58.01428055555557 -30.80216944444445)|CSU|||AD|CHAJARI/SUR|" 30°48' 8""S  58° 0'51""W"|69|M|5|SSW|Chajarí|PRIVADO|NOCONTROL|RACE||SAEF|CIVIL|NTL||0|0|ENTRE RÍOS|0
adhel.fid--769d7d03_15f12ebc69c_2781|231|POINT (-58.78852 -34.378674)|HCI|||HP|BELÉN DE ESCOBAR/CABAÑA SAN ISIDRO LABRADOR I|" 34°22'43""S  58°47'19""W"|12|M|3|SSE|Belén de Escobar|PRIVADO|NOCONTROL|RACE|OK|SAEF|CIVIL|NTL||0|0|BUENOS AIRES|0
adhel.fid--769d7d03_15f12ebc69c_2782|232|POINT (-70.513907 -39.884782)|HCL|||HP|CATAN LIL/EA. SANTA ISABEL|" 39°53' 5""S  70°30'50""W"|950|M|0|Lindando|Departamento de Collón Curá|PRIVADO|NOCONTROL|RACE|SIN IDENTIFICACION VISUAL|SAEF|CIVIL|NTL||0|0|NEUQUÉN|0
adhel.fid--769d7d03_15f12ebc69c_2783|477|POINT (-63.14694999999999 -36.278729999999996)|PLG|||AD|PELLEGRINI|" 36°16'43""S  63° 8'49""W"|113|M|1.5|SE|Pellegrini|PUBLICO|NOCONTROL|RACE|OK|SAEF||NTL||0|0|BUENOS AIRES|0
adhel.fid--769d7d03_15f12ebc69c_2784|356|POINT (-70.86536999999998 -39.845549999999996)|JLA|||AD|JUNÍN DE LOS ANDES/SAN IGNACIO|" 39°50'44""S  70°51'55""W"|691|M|22|NE|Junín de los Andes|PRIVADO|NOCONTROL|RACE|OK|SAEF|CIVIL|NTL||0|0|NEUQUÉN|0
adhel.fid--769d7d03_15f12ebc69c_2785|55|POINT (-63.287219999999984 -38.730499999999985)|BRF|||AD|BAHÍA BLANCA/LA REFORMA|" 38°43'50""S  63°17'14""W"|67|M|88|O|Bahía Blanca|PRIVADO|NOCONTROL|RASU|OK|SAEF|CIVIL|NTL||0|0|BUENOS AIRES|0
adhel.fid--769d7d03_15f12ebc69c_2786|218|POINT (-58.409441 -34.64073)|HBC|||HP|BUENOS AIRES/B. CHURRUCA|" 34°38'27""S  58°24'34""W"|6|M|0|O|Ciudad de Buenos Aires|PUBLICO|NOCONTROL|RACE|OK|SAEF|CIVIL|NTL||0|0|CIUDAD AUTÓNOMA DE BUENOS AIRES|0
adhel.fid--769d7d03_15f12ebc69c_2787|377|POINT (-69.2869444444444 -46.1919444444444)|LHP|||AD|LAS HERAS/LOS PERALES|" 46°11'31""S  69°17'13""W"|426|M|47|NO|Las Heras|PRIVADO|NOCONTROL|RASU|OK|SAVF|CIVIL|NTL||0|0|SANTA CRUZ|0
adhel.fid--769d7d03_15f12ebc69c_2788|527|POINT (-68.5802777777778 -50.0177777777778)|SCZ|SAWU|RZA|AD|SANTA CRUZ|" 50° 1' 4""S  68°34'49""W"|111|M|5|O|Puerto Santa Cruz|PUBLICO|AERADIO|RASU|OK|SAVF||NTL||0|0|SANTA CRUZ|0
adhel.fid--769d7d03_15f12ebc69c_2789|605|POINT (-71.48581999999999 -43.53287000000001)|VDO|||AD|EL CORCOVADO|" 43°31'58""S  71°29' 9""W"|600|M|0|Lindando||PRIVADO|NOCONTROL|RASU|SIN IDENTIFICACION VISUAL|SAVF|CIVIL|NTL||0|0|CHUBUT|0
adhel.fid--769d7d03_15f12ebc69c_278a|304|POINT (-65.824946 -38.147703)|HPU|||HP|PUELCHES/TRANSENER S.A.|" 38° 8'52""S  65°49'30""W"|229|M|8|E|Puelches|PRIVADO|NOCONTROL|RACE|OK|SAEF|CIVIL|NTL||0|0|LA PAMPA|0
adhel.fid--769d7d03_15f12ebc69c_278b|405|POINT (-60.0886111111111 -35.4463888888889)|MAY|||AD|VEINTICINCO DE MAYO|" 35°26'47""S  60° 5'19""W"|89|M|7|ENE|25 de Mayo|PRIVADO|NOCONTROL|RACE|OK|SAEF||NTL||0|0|BUENOS AIRES|0
adhel.fid--769d7d03_15f12ebc69c_278c|380|POINT (-60.9333333333333 -35.3994444444444)|LIO|SAZX||AD|NUEVE DE JULIO|" 35°23'58""S  60°55'60""W"|75|M|5|NO|9 de Julio|PUBLICO|NOCONTROL|RACE|OK|SAEF||NTL||0|0|BUENOS AIRES|0
adhel.fid--769d7d03_15f12ebc69c_278d|283|POINT (-58.514923 -34.723585)|HMF|||HP|LA MATANZA/OFICIAL SUBINSPECTOR GUSTAVO SOAREZ DE SOUZA|" 34°43'25""S  58°30'54""W"|43|M|0|O|Ruta 4 y Autopista Richieri|PRIVADO|NOCONTROL|RACE|OK|SAEF|CIVIL|NTL||0|0|BUENOS AIRES|0
adhel.fid--769d7d03_15f12ebc69c_278e|90|POINT (-71.1372222222222 -40.0752777777778)|CHP|SAZY|CPC|AD|SAN MARTÍN DE LOS ANDES/AVIADOR C. CAMPOS|" 40° 4'31""S  71° 8'14""W"|783|M|20|ENE|San Martín de los Andes|PUBLICO|CONTROL|RACE|OK|SAEF|CIVIL|NTL|EANA|1|1|NEUQUÉN|0
adhel.fid--769d7d03_15f12ebc69c_278f|287|POINT (-68.253333 -52.570556)|HMQ|||HP|HELIPLATAFORMA AM5|" 52°34'14""S  68°15'12""W"|30|M|0|Lindando|Estrecho de Magallanes|PRIVADO|NOCONTROL|RASU|OK|SAVF|CIVIL|NTL||0|0|TIERRA DEL FUEGO ANTÁRTIDA E ISLAS DEL ATLÁNTICO SUR|0
adhel.fid--769d7d03_15f12ebc69c_2790|5|POINT (-58.4163888888889 -34.5588888888889)|AER|SABE|AEP|AD|BUENOS AIRES/AEROPARQUE J. NEWBERY|" 34°33'32""S  58°24'59""W"|5.6|M|2|NE|Ciudad de Buenos Aires|PUBLICO|CONTROL|RACE|OK|SAEF|JOINT|INTL|EANA|1|1|CIUDAD AUTÓNOMA DE BUENOS AIRES|0
adhel.fid--769d7d03_15f12ebc69c_2791|414|POINT (-57.5733333333333 -37.9341666666667)|MDP|SAZM|MDQ|AD|MAR DEL PLATA/ASTOR PIAZZOLLA|" 37°56' 3""S  57°34'24""W"|22|M|7|N|Mar del Plata|PUBLICO|CONTROL|RACE|OK|SAEF||INTL|EANA|1|1|BUENOS AIRES|0
adhel.fid--769d7d03_15f12ebc69c_2792|132|POINT (-65.1027777777778 -42.7591666666667)|DRY|SAVY|PMY|AD|PUERTO MADRYN/EL TEHUELCHE|" 42°45'33""S  65° 6'10""W"|130|M|5.3|ONO|Puerto Madryn|PUBLICO|CONTROL|RASU|OK|SAVF||NTL|EANA|1|1|CHUBUT|0
adhel.fid--769d7d03_15f12ebc69c_2793|111|POINT (-67.4655555555556 -45.7852777777778)|CRV|SAVC|CRD|AD|COMODORO RIVADAVIA/GRAL. E. MOSCONI|" 45°47' 7""S  67°27'56""W"|57.6|M|11|N|Comodoro Rivadavia|PUBLICO|CONTROL|RASU|OK|SAVF|JOINT|INTL|EANA|1|1|CHUBUT|0
adhel.fid--769d7d03_15f12ebc69c_2794|270|POINT (-59.118616 -34.2816)|HLF|||HP|CAPILLA DEL SEÑOR/LOS FRESNOS|" 34°16'54""S  59° 7' 7""W"|34|M|2.2|NO|Capilla del Señor|PRIVADO|NOCONTROL|RACE|OK|SAEF|CIVIL|NTL||0|0|BUENOS AIRES|0
adhel.fid--769d7d03_15f12ebc69c_2795|451|POINT (-60.65609999999998 -33.30608999999998)|OGB|||AD|CORONEL BOGADO/AEROFUMIGACIONES DON ALEJANDRO|" 33°18'22""S  60°39'22""W"|52|M|11|ONO|Coronel Bogado|PRIVADO|NOCONTROL|RACE|OK|SAEF|AEROAPP|NTL||0|0|SANTA FÉ|0
adhel.fid--769d7d03_15f12ebc69c_2796|43|POINT (-58.038210000000014 -37.73529)|BLC|||AD|BALCARCE/EA. LOS CARDOS|" 37°44' 7""S  58° 2'18""W"|120|M|21|NE|Balcarce|PRIVADO|NOCONTROL|RACE|OK|SAEF|CIVIL|NTL||0|0|BUENOS AIRES|0
adhel.fid--769d7d03_15f12ebc69c_2797|551|POINT (-58.7638888888889 -35.4594444444444)|SMM|||AD|SAN MIGUEL DEL MONTE/BAHÍA AGRADABLE|" 35°27'34""S  58°45'50""W"|24|M|4|SE|San Miguel del Monte|PUBLICO|NOCONTROL|RACE|OK|SAEF||NTL||0|0|BUENOS AIRES|0
adhel.fid--769d7d03_15f12ebc69c_2798|708|POINT (-63.27607999999999 -31.657369999999997)|CSA|||AD|CALCHÍN/AEROCAMPO SERVICIOS AÉREOS|" 31°39'27""S  63°16'34""W"|202|M|5|E|Calchín|PRIVADO|NOCONTROL|RANO||SACF|AEROAPP|NTL||0|0|CÓRDOBA|0
adhel.fid--769d7d03_15f12ebc69c_2799|281|POINT (-58.429528 -34.581053)|HMD|||HP|BUENOS AIRES/HELIPUERTO SWISS MEDICAL|" 34°34'52""S  58°25'46""W"|59|M|0|Lindando|Juan B. Justo 909|PRIVADO|NOCONTROL|RACE|OK|SAEF|CIVIL|NTL||0|0|CIUDAD AUTÓNOMA DE BUENOS AIRES|0
adhel.fid--769d7d03_15f12ebc69c_279a|548|POINT (-61.827670000000005 -38.24173)|SLY|||AD|SALDUNGARAY/SANTO TOMÁS DE LA SIERRA|" 38°14'30""S  61°49'40""W"|273|M|5|SSO|Saldungaray|PRIVADO|NOCONTROL|RACE|OK|SAEF||NTL||0|0|BUENOS AIRES|0
adhel.fid--769d7d03_15f12ebc69c_279b|428|POINT (-57.8516666666667 -36.8888888888889)|MPU|||AD|MAIPÚ|" 36°53'20""S  57°51' 6""W"|16|M|3|SE|Maipú|PUBLICO|NOCONTROL|RACE|OK|SAEF||NTL||0|0|BUENOS AIRES|0
adhel.fid--769d7d03_15f12ebc69c_279c|483|POINT (-61.914150000000014 -34.78594999999999)|PNT|||AD|GENERAL PINTO|" 34°47' 9""S  61°54'51""W"|97|M|4|SO|General Pinto|PUBLICO|NOCONTROL|RACE|OK|SAEF|CIVIL|NTL||0|0|BUENOS AIRES|0
adhel.fid--769d7d03_15f12ebc69c_279d|263|POINT (-58.751782 -34.634199)|HHW|||HP|MORENO/HELIWEST|" 34°38' 3""S  58°45' 6""W"|21.5|M|3.9|ENE|Moreno|PRIVADO|NOCONTROL|RACE|OK|SAEF|CIVIL|NTL||0|0|BUENOS AIRES|0
adhel.fid--769d7d03_15f12ebc69c_279e|258|POINT (-58.658271 -34.776299)|HGM|||HP|GONZALEZ CATÁN/LAR DE PAZ S.A.|" 34°46'35""S  58°39'30""W"|15|M|1.3|SO|Estación FFCC Gonzalez Catán|PRIVADO|NOCONTROL|RACE|OK|SAEF|CIVIL|NTL||0|0|BUENOS AIRES|0
adhel.fid--769d7d03_15f12ebc69c_279f|312|POINT (-58.840928 -34.600466)|HSD|||HP|MORENO/COUNTRY CLUB SAN DIEGO|" 34°36' 2""S  58°50'27""W"|23.5|M|7.5|NO|Moreno|PRIVADO|NOCONTROL|RACE|OK|SAEF||NTL||0|0|BUENOS AIRES|0
adhel.fid--769d7d03_15f12ebc69c_27a0|323|POINT (-71.967747 -51.685796)|HTS|||HP|EL TURBIO/EA. SANTA ANA|" 51°41' 9""S  71°58' 4""W"|665|M|9.5|E|El Turbio|PRIVADO|NOCONTROL|RASU|SIN IDENTIFICACION VISUAL|SAVF|CIVIL|NTL||0|0|SANTA CRUZ|0
adhel.fid--769d7d03_15f12ebc69c_27a1|128|POINT (-61.2558333333333 -38.7411111111111)|DOR|||AD|CORONEL DORREGO|" 38°44'28""S  61°15'21""W"|120|M|2|SE|Coronel Dorrego|PUBLICO|NOCONTROL|RACE|OK|SAEF|CIVIL|NTL||0|0|BUENOS AIRES|0
adhel.fid--769d7d03_15f12ebc69c_27a2|576|POINT (-62.2494444444444 -38.095)|TOR|||AD|TORNQUIST|" 38° 5'42""S  62°14'58""W"|285|M|2|O|Tornquist|PRIVADO|NOCONTROL|RACE|OK|SAEF||NTL||0|0|BUENOS AIRES|0
adhel.fid--769d7d03_15f12ebc69c_27a3|521|POINT (-65.0352777777778 -40.7505555555556)|SAN|SAVN|OES|AD|SAN ANTONIO OESTE/ANTOINE DE SAINT EXUPERY|" 40°45' 2""S  65° 2' 7""W"|26|M|10|SO|San Antonio Oeste|PUBLICO|AERADIO|RASU|OK|SAVF||NTL||0|0|RÍO NEGRO|0
adhel.fid--769d7d03_15f12ebc69c_27a4|196|POINT (-63.7180555555556 -35.6736111111111)|GPF|||AD|GENERAL PICO/CEREALES ANAHÍ RUCA|" 35°40'25""S  63°43' 5""W"|139|M|3|E|General Pico|PRIVADO|NOCONTROL|RACE|OK|SAEF|AEROAPP|NTL||0|0|LA PAMPA|0
adhel.fid--769d7d03_15f12ebc69c_27a5|302|POINT (-58.383829 -34.577207)|HPN|||HP|BUENOS AIRES/P.N.A. OF. PPAL. BALLESTRA|" 34°34'38""S  58°23' 2""W"|6|M|0|Lindando|Junín y Rafael Obligado (Dársena F)|PRIVADO|NOCONTROL|RACE|OK|SAEF|MIL|NTL||0|0|CIUDAD AUTÓNOMA DE BUENOS AIRES|0
adhel.fid--769d7d03_15f12ebc69c_27a6|241|POINT (-58.351532 -34.627862)|HDA|||HP|BUENOS AIRES/DARSENA SUR|" 34°37'40""S  58°21' 6""W"|5|M|0|O|Isla Demarchi|PUBLICO|NOCONTROL|RACE|OK|SAEF|MIL|NTL||0|0|CIUDAD AUTÓNOMA DE BUENOS AIRES|0
adhel.fid--769d7d03_15f12ebc69c_27a7|182|POINT (-59.0358333333333 -34.6802777777778)|GEZ|||AD|GENERAL RODRIGUEZ/EAA|" 34°40'49""S  59° 2' 9""W"|28|M|10|SE|General Rodriguez|PUBLICO|NOCONTROL|RACE|OK|SAEF|CIVIL|NTL||0|0|BUENOS AIRES|0
adhel.fid--769d7d03_15f12ebc69c_27a8|612|POINT (-62.9966666666667 -40.8702777777778)|VIE|SAVV|VDM|AD|VIEDMA/GOBERNADOR CASTELLO|" 40°52'13""S  62°59'48""W"|6|M|6|S|Viedma|PUBLICO|CONTROL|RASU|OK|SAVF||NTL|EANA|1|1|RÍO NEGRO|0
adhel.fid--769d7d03_15f12ebc69c_27a9|63|POINT (-64.2083333333333 -31.31)|CBA|SACO|COR|AD|CÓRDOBA/ING. AER. A. L. V. TARAVELLA|" 31°18'36""S  64°12'30""W"|489|M|9|NNO|Córdoba|PUBLICO|CONTROL|RANO|OK|SACF|CIVIL|INTL|EANA|1|1|CÓRDOBA|0
adhel.fid--769d7d03_15f12ebc69c_27aa|460|POINT (-63.19298 -33.10549999999999)|PAN|||AD|PASCANAS/EL RECUERDO S.R.L.|" 33° 6'20""S  63°11'35""W"|138|M|14|ONO|Pascanas|PRIVADO|NOCONTROL|RANO|OK|SACF|AEROAPP|NTL||0|0|CÓRDOBA|0
adhel.fid--769d7d03_15f12ebc69c_27ab|82|POINT (-63.30550999999997 -33.38823000000001)|LCC|||AD|LA CARLOTA/CASAJUS|" 33°23'18""S  63°18'20""W"|143|M|3.5|NNO|La Carlota|PRIVADO|NOCONTROL|RANO|OK|SACF|AEROAPP|NTL||0|0|CÓRDOBA|0
adhel.fid--769d7d03_15f12ebc69c_27ac|504|POINT (-64.42925999999997 -33.09288000000003)|RIE|||AD|RÍO CUARTO/ESTINDHER|" 33° 5'34""S  64°25'45""W"|0|M|9|NO|Río Cuarto|PRIVADO|NOCONTROL|RANO|OK|SACF||NTL||0|0|CÓRDOBA|0
adhel.fid--769d7d03_15f12ebc69c_27ad|720|POINT (-59.79108049999999 -35.327583000000004)|NDR|||AD|NORBERTO DE LA RIESTRA|" 35°19'39""S  59°47'28""W"|38.5|M|6|S|Norberto de la Riestra|PRIVADO|NOCONTROL|RACE||SAEF|AEROAPP|NTL||0|0|BUENOS AIRES|0
adhel.fid--769d7d03_15f12ebc69c_27ae|721|POINT (-61.405524999999976 -35.669894499999984)|CCH|||AD|CARLOS CASARES/HAYDEE|" 35°40'12""S  61°24'20""W"|82|M|6|SW|Carlos Casares|PRIVADO|NOCONTROL|RACE||SAEF|CIVIL|NTL||0|0|BUENOS AIRES|0
adhel.fid--769d7d03_15f12ebc69c_27af|439|POINT (-58.816260000000014 -38.489540000000005)|NEC|SAZO|NEC|AD|NECOCHEA|" 38°29'22""S  58°48'59""W"|22|M|10|NE|Necochea|PUBLICO|AERADIO|RACE|OK|SAEF||NTL||1|0|BUENOS AIRES|0
adhel.fid--769d7d03_15f12ebc69c_27b0|707|POINT (-60.57066000000001 -33.272259999999996)|ACB|||AD|CORONEL BOGADO/AGROSERVICIOS|" 33°16'20""S  60°34'14""W"|44|M|6|NE|Coronel Bogado|PRIVADO|NOCONTROL|RACE||SAEF|AEROAPP|NTL||0|0|SANTA FÉ|0
adhel.fid--769d7d03_15f12ebc69c_27b1|254|POINT (-58.250221 -34.916875)|HFV|||HP|FLORENCIO VARELA/COLONIA LA CAPILLA|" 34°55' 1""S  58°15' 1""W"|25|M|9|OSO|Florencio Varela|PUBLICO|NOCONTROL|RACE|OK|SAEF|CIVIL|NTL||0|0|BUENOS AIRES|0
adhel.fid--769d7d03_15f12ebc69c_27b2|320|POINT (-58.240705 -32.548188)|HTA|||HP|CONCEPCIÓN DEL URUGUAY/HELIPUERTO TALITAS|" 32°32'53""S  58°14'27""W"|8|M|17|SSO|Concepción del Uruguay|PRIVADO|NOCONTROL|RACE|OK|SAEF|CIVIL|NTL||0|0|ENTRE RÍOS|0
adhel.fid--769d7d03_15f12ebc69c_27b3|306|POINT (-65.058247 -29.262769)|HRE|||HP|RECREO/TRANSENER S.A.|" 29°15'46""S  65° 3'30""W"|247|M|0||Recreo|PRIVADO|NOCONTROL|RANO|OK|SACF|CIVIL|NTL||0|0|CATAMARCA|0
